species	group	n_genes	median_rpkm	mean_rpkm	sd_rpkm	q25_rpkm	q75_rpkm	min_rpkm	max_rpkm	median_log10
Human	Other single-isoform	1872	0.0060226962522414	2.15916301805145	14.143546238623	0.000392117534795762	0.280444023796419	1.12941523279712e-07	529.703367816652	-2.22013841916446
Human	TUSCO	46	5.38587548973397	8.04515062415287	9.08047843437985	2.55655707492782	8.08171253225231	1.01002344354379	40.1894758587424	0.731121735768032
Mouse	Other single-isoform	874	0.00240928599159989	0.306602411812987	2.37186019450629	0.00015378641273353	0.0184001170830251	2.58521408870335e-06	46.5102142983295	-2.61793835330471
Mouse	TUSCO	32	3.08309367760359	8.84913742901945	10.8016573614602	2.08280648149307	12.0449782831765	0.847410706795409	39.5089532389785	0.48891816742162
