figure_id	Species	Group	PlotGroup	median_value	log_median_value
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	90.59	1.95708073906428
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.61	1.24576182214132
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	16.76	1.22427660554239
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.32	1.12450748529113
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	79.22	1.89883538628111
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.44	1.12840250006354
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	6.82	0.833790742564074
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	32.43	1.510948287846
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	92.47	1.9660013272884
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	18.36	1.26387504229714
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.66	1.13545387864926
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	53.715	1.73009638858304
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	24.26	1.38489258669373
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	82.38	1.91582231480445
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	21.115	1.32459314256156
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	26.115	1.41689169317761
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.02	1.11461431981446
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.39	1.24030207937611
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	15.28	1.18412619647174
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	22.89	1.35964768998137
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	10.63	1.02653735005894
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	22.41	1.35044379448023
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.39	0.923767137132559
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.83	1.14082532033282
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.65	1.29336476485586
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.935	1.25370380249663
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	32.805	1.51594136595803
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	31.74	1.50160829070427
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	12.68	1.10312267856755
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	3.67	0.56467789772798
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	5.83	0.765676004000134
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	28.45	1.4540837972468
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	36.89	1.56690983249407
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	33.01	1.51864683997352
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	84.56	1.92716548789235
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.61	1.29247980832038
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	12.39	1.09307481156355
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	25.5	1.40654188354623
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	36.87	1.56667431551198
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	26.03	1.4154758365443
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	152.225	2.1824862680242
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.49	0.928912805578749
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.65	1.29336476485586
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	7.64	0.883099043021236
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	38.49	1.58534903942381
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	22.53	1.35276311934708
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	78.03	1.89226216348891
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	21.98	1.34202966394504
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	2.08	0.318084214003265
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	15.41	1.18780545697327
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	20.24	1.30621265388619
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	44.13	1.64473491157135
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.14	1.28194420247608
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	4.98	0.69723806344489
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.24	1.28420732494376
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.64	1.29314369472067
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	111.31	2.04653457291743
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	26.67	1.42602464408758
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	16.53	1.21827548087434
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	11.43	1.05805002998043
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	12.58	1.09968409335691
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	148.455	2.17159512186343
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	33.88	1.5299446835177
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	30.455	1.4836600298554
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	10.425	1.01808022952013
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	2.21	0.344411924574547
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	57.46	1.75936637747581
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	69.82	1.84398046649788
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	33.53	1.52543484866841
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	58.505	1.76719372600212
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	12.99	1.11361249435871
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.97	1.25455049387733
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	11.45	1.05880927962425
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	38.02	1.58001325480694
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	24.435	1.3880141207065
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	20.53	1.31239106477938
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	16.825	1.22595765413341
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	31.5	1.49831193250005
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.88	0.948417856454689
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	27.92	1.44591696944433
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	18.32	1.26292783992843
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	37.4	1.57287276341412
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	5.54	0.743517603908255
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	27.43	1.43822739088448
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.33	0.920650214994724
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	28.665	1.45735346117689
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.75	1.29556929891631
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	37.87	1.5782964519228
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	4.52	0.655148042990095
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	5.59	0.747419576948988
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	33.48	1.52478674649516
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	18.105	1.25780092790079
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	5.53	0.742732984660128
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	36.54	1.56276973156027
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	29.2	1.46538433875574
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	10.6	1.0253099623632
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	37.1	1.56937508021854
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	34.69	1.54020555177015
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	15.35	1.186111209084
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.27	1.23729485229372
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.59	0.933998219616504
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	10.6	1.0253099623632
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	6.69	0.825432609415597
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.66	1.24699315843324
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	10.09	1.00389547042254
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	36.45	1.56169872413242
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	16.34	1.21325471004923
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	3.83	0.583210113102105
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	27.68	1.44216765476484
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	151.855	2.18142938212629
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	69.21	1.84016947674281
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	86.165	1.93533139637521
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	27.03	1.4318476524086
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	35.11	1.5454320664174
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	23.59	1.37272978189264
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	11.66	1.06670227505953
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	20.88	1.31973257427966
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	52.93	1.72370271449773
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.83	1.29732490428794
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	30.09	1.478423631056
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	80.74	1.90708928296656
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	37.4	1.57287276341412
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	31.45	1.49762203068365
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	42.455	1.62792986816814
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	22.39	1.35005603325528
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	45.81	1.66096123980928
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	16.06	1.20574824513401
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	15.61	1.19340568520906
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	18.23	1.26078905095498
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	6.48	0.811581707894218
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	15.43	1.18836874066506
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	7.48	0.873907403901612
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.77	1.24968987177413
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	21.455	1.33153054307503
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	5.98	0.776708446377219
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	3.79	0.578650668774208
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	34.67	1.53995509430669
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.49	1.24279229257325
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	16.26	1.21112321218761
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	18.41	1.26505614751163
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	44.71	1.65040564122566
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19	1.27875588670724
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	49.695	1.69631356885664
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	9.84	0.992999511970723
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	34.41	1.53668593473616
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	15.01	1.17638358560127
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	10.69	1.02898176781355
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	11.67	1.06707457749028
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	59.43	1.77400646102401
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	46.31	1.66567571879137
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	2.59	0.413316531884266
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	29.025	1.46277372468532
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	48.79	1.68833170824147
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.28	1.23754625141385
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.03	0.90472095364453
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	212.19	2.32672511747452
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	81.93	1.913443484939
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	12.965	1.11277587083778
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	6.82	0.833790742564074
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	113.96	2.05675282166106
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	28.92	1.46119979032972
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	343.13	2.53545881683358
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	5.705	0.756263261211301
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	55.69	1.74577799773191
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	14.6	1.16435583039399
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	12.78	1.10653425204447
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	43.9	1.64246550952227
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	35.59	1.55132920827322
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	58.65	1.76826875693597
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.96	1.25430875044528
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.98	0.953281172881823
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	99.69	1.99865203164314
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	7.95	0.900372591445785
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	71.35	1.85339458613206
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	1	4.34272768626649e-05
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	43.92	1.6426633202717
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	91.81	1.96289046042768
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	22.85	1.35888810503402
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	24.42	1.3877474380429
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	12.72	1.10449052556377
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	10.28	1.0119973392932
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	22.88	1.35945791825706
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	59.04	1.771147084408
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	28.51	1.45499874061258
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	21.18	1.32592800625993
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	52.92	1.72362065617697
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.11	1.28126295965232
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	20.6	1.31386932858968
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	64.21	1.80760334628177
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	3.45	0.537831683136692
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	69.84	1.84410485253911
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	38.77	1.58849692118756
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.105	1.2811493152165
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	9.54	0.979552927033296
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.045	1.23159955348634
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	31.46	1.49776009875069
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.585	1.13306283960988
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	39.03	1.59139966399948
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	62.38	1.79504606662846
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	10.745	1.03121046163724
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	6.32	0.800723949976152
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	27.78	1.44373380473385
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	5.35	0.728361899599231
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	25.315	1.40337964728132
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	206.57	2.315067459755
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	20.28	1.30707009214755
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.48	1.28959118197467
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	36.37	1.56074449515393
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.75	1.13830585666012
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.96	0.952312856671706
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	36.04	1.55678598733999
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	25.865	1.41271416182356
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	44.68	1.65011413645341
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	11.13	1.04649906633409
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	6.03	0.780324514310646
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	84.495	1.92683152427911
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	39.53	1.59692791298687
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	9.3	0.968487618361967
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	41.48	1.61783979471305
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	53.54	1.72867917800907
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	22.995	1.3616353025534
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.04	1.11528092186229
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	37.94	1.57909847123875
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	40.585	1.608366620388
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	29.285	1.46664671135438
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	23.425	1.36968145353444
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	12.14	1.08422226410903
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	52.47	1.71991189189811
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	27.69	1.44232452415907
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	48.605	1.68668184098353
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.21	1.235783393821
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	12.475	1.09604403559997
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	42.91	1.63255952663702
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	9.13	0.960475534293374
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.71	0.940023141138419
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.07	1.11627891040243
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	8.81	0.944980837946862
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	46.73	1.66959671039306
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	4.04	0.606392114840978
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	71	1.85125896040101
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	57.24	1.75770038381259
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.55	1.24427959540723
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	13.2	1.1205772213031
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	15.82	1.19920922437727
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	29.465	1.46930791936209
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	27.625	1.44130385879704
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	41.79	1.62107341037302
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	28.86	1.46029783158675
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	26.39	1.42144103589515
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	30.32	1.48173062932732
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.215	1.28364264897914
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	5.53	0.742732984660128
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	46.595	1.66834024813096
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	26.16	1.41763939979616
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	51.05	1.70799659714586
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	64.165	1.80729887544183
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	28.735	1.45841271284513
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	16.01	1.20439404455594
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	33.39	1.52361771972473
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.98	1.30059765753058
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	76.72	1.88490916023951
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	33.52	1.52530530558424
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	32.27	1.50880031121676
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	53.37	1.72729801654553
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	11.06	1.04375905366415
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	11.24	1.05077017504576
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.62	1.24600836885043
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	15.815	1.19907194233526
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	9.38	0.972207468359522
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	24.99	1.39776799399605
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.86	1.29798143093373
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	28.6	1.45636755163856
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	17.24	1.23653978059091
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	2.71	0.432985316205376
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	39.93	1.60130039783255
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	112.57	2.05142305188835
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	37.01	1.56832025854525
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	39.17	1.59295468028906
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	60.15	1.77923635369435
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.105	1.2811493152165
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	43.46	1.63809072128037
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	32.8	1.5158751677782
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	58.08	1.7640273554436
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	19.84	1.29754385679693
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	18.02	1.25575719670562
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	31.675	1.50071799464876
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	25.315	1.40337964728132
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	37.84	1.57795227544093
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	10.62	1.0261286061281
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	102.33	2.01000339853268
fig-1d	Mouse	Top_10k_Genes	Mouse_Top_10k_Genes	29.75	1.4734884298755
