figure_id	Species	Group	PlotGroup	median_value	log_median_value
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	39.38455	1.59532699037296
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.3471	0.866121862045842
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	22.6188	1.35447148053876
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.825185	0.945728739207596
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.73936	0.888710660010864
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.13784	0.853572893048273
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.043985	0.905476651039066
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.75431	0.942226882300845
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.51313	0.875826683955145
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.6318	1.24629911406079
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.82955	0.834398447903573
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	89.0777	1.94976948250144
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.3304	1.014121342041
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.85105	1.10894199274958
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.38484	0.923499959278164
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.385485	0.923533365500207
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.5654	0.817267805668795
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	14.4037	1.15847708246463
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.73612	0.828416262462168
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.54282	0.815771610230969
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.66566	0.937806656990188
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.56286	0.878691803447118
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.23926	0.915893478776838
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.82305	0.833984918906495
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.04202	0.956270266355874
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.3904	1.24031206872608
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.245275	0.965924531193168
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.9591	1.07770212888266
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.44145	1.09487448923852
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.55724	0.816727702546441
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	13.4118	1.12749030664091
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	29.8958	1.47561163215491
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	41.798	1.6211565406681
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	61.3907	1.78810329282519
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	28.13995	1.44932486476556
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	18.7072	1.27201111087165
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	19.6033	1.2923314016208
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	14.9062	1.17336985747074
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	435.8345	2.6393217050121
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.15635	0.854697641338082
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	143.106	2.15565814626765
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.70169	0.886591672805985
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	57.96	1.76312912609884
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.81642	0.99195755574473
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.79625	1.03327695522912
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	43.67055	1.64018965606864
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.2218	1.0095316279731
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	121.295	2.08384325687692
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	29.3598	1.46775457203688
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.2207	1.05002382155471
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	329.729	2.5181572771757
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	60.0941	1.77883255803356
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	38.7247	1.58798918345847
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	13.3408	1.1251851288196
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.89747	0.949271413421503
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.926545	0.840522930022888
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	18.0638	1.25681152037538
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	16.1856	1.20913148653522
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.4156	0.9250902455042
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	25.0439	1.39870369511308
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	60.21235	1.77968629868752
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	24.8526	1.39537357743166
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	161.589	2.2084120620728
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	27.67645	1.44211195249916
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.7724	1.07086869911476
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.222	1.23608610663016
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	19.8704	1.29820879536894
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.935985	0.84111440667184
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.2521	1.23684448415934
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.84455	1.03521554016566
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.29464	0.863009817329188
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.8297	1.03462043633923
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.35811	0.86677217824093
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.76944	0.830559158751756
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.3607	0.922247834731226
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.90433	0.839127830912819
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.1156	1.08334851111529
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.98188	0.843978600436041
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.2051	1.04941961259988
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.33585	0.97015851711805
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.98912	0.953722009375919
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.3088	1.05342036379698
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.6318	1.0656506598806
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.05	1.04336620827015
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.3921	1.01670749623092
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.4518	1.0191952459026
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	15.708	1.19612365738766
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.79111	0.990836365332381
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.90479	0.839156764337745
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.339355	0.921137669555417
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.0536	1.00232592184208
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	19.4951	1.28992769494595
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	24.06945	1.381467970859
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	13.4304	1.12809218118687
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.240375	0.859767058339701
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	663.966	2.82214590623733
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.63519	0.936276927113079
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.65316	0.823034495392383
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.63141	0.936086778021433
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.345805	0.921473436904495
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.39297	0.923920845237133
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.56215	1.06304235549461
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	180.785	2.25716263380286
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	118.23	2.0727280569153
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	90.068	1.95457100133353
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	15.80625	1.19883159429217
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.70034	0.886515541290994
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	14.9994	1.17607678233167
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	37.3413	1.57219059644318
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.1032	1.04545207417345
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	14.2086	1.15255434473581
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	27.66915	1.4419973873565
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	63.3852	1.801988550167
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	16.69335	1.22254610067715
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	20.4374	1.31042777000436
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	18.9772	1.27823442313275
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.5206	0.978668880628296
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	24.4339	1.38799456954103
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	95.84175	1.98155518815289
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	21.151	1.32533295854356
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	15.5465	1.19163542470105
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	354.617	2.54975967389486
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.2318	1.00995628697681
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	116.305	2.06559875903881
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	98.352625	1.99278639715895
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	27.2612	1.43554656204028
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	45.10955	1.65426945747549
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	32.1409	1.50705938480212
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	44.11145	1.6445523183683
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	66.2367	1.82109934286028
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.885815	0.896852091627655
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	24.8897	1.39602140688399
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	44.1006	1.64444548297633
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	66.3563	1.82188281643393
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.3687575	0.922666173009641
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	40.4243	1.60664358260137
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	37.8327	1.57786848455337
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	43.5043	1.63853318337036
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	6.82993	0.834422611266576
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	23.4738	1.37058525013418
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	15.192	1.18161781042467
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.40076	0.869282188859778
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.170915	0.912276007758787
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.1689	1.00727824733424
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	14.5362	1.16245387735722
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	42.16485	1.62495158966877
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.85475	1.07389606319954
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	50.7945	1.70581754466862
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	379.097	2.57875046219268
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	13.9987	1.14609080884147
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	61.6314	1.78980273780686
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.017735	1.00077387431101
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.98885	1.25500581467884
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.95205	1.25411646835838
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.8763	1.25228006381385
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	19.81865	1.29707625937116
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.38913	0.972629977733326
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.183375	0.912937760010493
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.46476	0.873021667145088
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	26.8526	1.42898795991073
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.71501	0.987447722292729
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.11445	1.00494656561753
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	59.9668	1.7779115984844
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	29.0425	1.4630354934023
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	37.8569	1.57814619507236
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	90.3096	1.95573439959622
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.6951	1.0680076530929
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	34.7403	1.54083481459446
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.6345	1.06575145674359
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.54383	0.877597649936751
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.702455	0.939646776698759
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.1975	1.08627438729016
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.40485	1.24067278000438
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	66.15445	1.82055971960344
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	49.4176	1.69388252859028
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	15.91605	1.20183802345408
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	49.5565	1.69510150246813
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.8869	1.25253750699
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.8656	1.0742933638909
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.64248	0.936643408277823
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.36887	0.867406788459149
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	80.1821	1.90407796803763
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	39.5629	1.59728921604058
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.80235	1.10729308837158
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.7543	1.10566003308943
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.8527	1.0738209563298
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	54.2087	1.73406979357193
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.83355	1.25124023900427
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.9972	1.25520735604472
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	29.2318	1.4658570443242
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	22.8609	1.35909522365258
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	23.1573	1.36468979732486
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.70002	0.886497493345435
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.25152	0.966217786302178
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.34823	0.97073403476955
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	19.2119	1.28357257796692
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	25.8744	1.41287196621999
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.392135	0.97276895037782
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	36.3979	1.5610775206593
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	100.061	2.00026527289582
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	40.8602	1.61130155093731
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.7518	1.24924484276324
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	49.6332	1.69577315136386
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	22.6012	1.35413341996993
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	20.43335	1.31034169945022
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	25.2118	1.40160557587963
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	37.27395	1.57140658344588
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	27.2022	1.4346056259121
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	157.212	2.19648596893621
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	29.95575	1.47648164724711
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.67871	0.938460180722203
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.11503	0.852182839454298
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	37.9527	1.5792438218571
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.15218	0.91127908762823
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	179.601	2.25430899225594
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	59.3468	1.7733980384034
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	146.401	2.16554433985171
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	135.162	2.13085493074511
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	15.6921	1.19568383465651
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.112	1.08321944779577
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	26.4729	1.42280315964738
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.968	1.11287635079795
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.810045	0.991675426567969
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.642715	0.936655216998799
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	20.9255	1.32067791937514
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	72.3024	1.85915331413317
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	36.1436	1.55803260885945
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	10.0354	1.00153901527207
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	120.521	2.08106308683927
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	21.79785	1.33841565206556
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.8726	1.07454949416602
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	91.5871	1.96183478198877
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.76169	0.94259283992477
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	104.456	2.01893380687243
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	44.6543	1.64986425833258
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	18.5191	1.2676222219199
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	111.729	2.04816630045215
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	82.3131	1.91546948560693
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	20.96765	1.32155182984489
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	48.4129	1.68496199532581
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	56.4755	1.75186085358629
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	20.4807	1.31134691660066
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.297	1.23797329621721
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	39.07075	1.59185285955583
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	94.7662	1.97665392461603
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	24.4104	1.38757667515734
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.82983	0.945957260685809
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	15.93885	1.20245970826299
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	214.3585	2.33114091195498
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	26.9409	1.4304137118926
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	38.6247	1.58686624365305
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	16.66605	1.22183528627873
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	32.8976	1.51716553587626
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	26.03005	1.41547667075943
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	26.5864	1.42466116806737
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.66724	0.937885833281019
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.38615	0.972492117335942
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.17114	0.912287966482774
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	18.3527	1.26370233190054
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.8978	1.11051900544234
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	94.631	1.97603388839667
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	22.4312	1.35085444373304
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	16.4816	1.21700200484544
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	96.0651	1.98256609125759
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	28.078	1.4483677164409
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.7878	1.10679923147688
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	83.2319	1.92029033051578
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	14.22805	1.15314843507917
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	145.648	2.16330482356789
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	20.4268	1.31020246281221
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	36.894	1.56695692056792
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	13.3008	1.12388102832119
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	41.28445	1.61578755516466
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.3837	1.05628725709912
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	58.6524	1.76828652818327
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	200.26	2.30159442869462
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	19.02375	1.27929841294592
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	53.8768	1.73140259908462
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	60.8827	1.78449461742524
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	7.26469	0.861223064861246
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	9.81847	0.99204824070631
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	11.9979	1.07910885760144
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	13.316	1.12437704792088
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	17.72815	1.24866586741967
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	28.8394	1.45998772660484
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	121.112	2.08318753456103
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	20.487	1.31148048728686
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	8.22855	0.915328590298272
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	12.9498	1.11226641477898
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	24.0069	1.38033789246649
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	14.554	1.16298535459663
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	32.2308	1.50827243270987
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	16.64085	1.22117811570356
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	34.7689	1.54119220000948
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	162.162	2.20994935983707
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	20.16655	1.3046337610116
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	18.06775	1.25690647637449
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	16.69055	1.22247325015536
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	28.3728	1.4529037273937
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	81.9329	1.91345885696598
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	73.1029	1.86393519989509
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	26.9333	1.43029118103993
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	86.9689	1.93936447643342
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	59.5196	1.77466073354802
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	64.8594	1.81197359638632
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	31.6078	1.49979564266944
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	16.7276	1.22343623110129
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	29.8807	1.47539222068468
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	14.3817	1.15781324495823
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	13.7745	1.13907899624868
fig-1d	Human	Top_10k_Genes	Human_Top_10k_Genes	60.86085	1.78433872713056
