figure_id	panel_id	Species	Group	n	mean	sd	median	q1	q3	iqr	lower_hinge	upper_hinge	lower_whisker	upper_whisker	min	max
fig-s5	combined	Human	TP	4892	0.843026502721414	0.265232342754493	0.982817869415807	0.861044473150028	0.999630928215538	0.13858645506551	0.861044473150028	0.999630928215538	0.653272450532725	1.13230240549828	0.017004048582996	1.25435984687367
fig-s5	combined	Human	PTP	633	0.54678453488436	0.430862171183281	0.31672689726381	0.189525489831925	0.990755498884284	0.801230009052359	0.189525489831925	0.990755498884284	0.0509424350483953	1.46632874728458	0.0509424350483953	1.46632874728458
fig-s5	combined	Mouse	TP	8920	0.797338610687824	0.250171749592997	0.946750902527076	0.52748982405128	0.988898377455167	0.461408553403887	0.527420592984449	0.988898377455167	0.0346456692913386	1.21776259607173	0.0346456692913386	1.93933463796478
fig-s5	combined	Mouse	PTP	2564	0.620970374940929	0.305037009697779	0.537080726228331	0.514747859181732	0.910961780764385	0.396213921582653	0.514747859181732	0.910961780764385	0.0580399619410086	1.23215523215523	0.0580399619410086	3.02807486631016
