ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
REACTOME_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	Amplification of signal from the kinetochores	1/10	93/9191	0.010752688172043012	9.882795698924733	2.8413906278594565	0.09674595887009296	0.17495155893263903	0.13300410913007646	Rps27rt	1
REACTOME_METABOLISM_OF_NUCLEOTIDES	Metabolism of nucleotides	1/10	97/9191	0.010309278350515464	9.475257731958763	2.7693259045185696	0.10071128924057582	0.17495155893263903	0.13300410913007646	Txn1	1
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	1/10	97/9191	0.010309278350515464	9.475257731958763	2.7693259045185696	0.10071128924057582	0.17495155893263903	0.13300410913007646	Rps27rt	1
REACTOME_SIGNALING_BY_VEGF	Signaling by VEGF	1/10	100/9191	0.01	9.190999999999999	2.717964994662204	0.10367499788600831	0.17495155893263903	0.13300410913007646	Brk1	1
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	Mitotic Spindle Checkpoint	1/10	110/9191	0.00909090909090909	8.355454545454545	2.5612488873976944	0.11349064892217342	0.18263918746826974	0.13884850509283667	Rps27rt	1
REACTOME_RAB_REGULATION_OF_TRAFFICKING	Rab regulation of trafficking	1/10	115/9191	0.008695652173913044	7.992173913043478	2.4901566036290586	0.11836210306613992	0.18263918746826974	0.13884850509283667	Rab10	1
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	Nonsense-Mediated Decay (NMD)	1/10	116/9191	0.008620689655172414	7.923275862068965	2.476452922500929	0.11933349784019642	0.18263918746826974	0.13884850509283667	Rps27rt	1
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	Eukaryotic Translation Initiation	1/10	122/9191	0.00819672131147541	7.53360655737705	2.397540514898969	0.12514166548751815	0.18263918746826974	0.13884850509283667	Rps27rt	1
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	Resolution of Sister Chromatid Cohesion	1/10	122/9191	0.00819672131147541	7.53360655737705	2.397540514898969	0.12514166548751815	0.18263918746826974	0.13884850509283667	Rps27rt	1
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	RHO GTPases Activate Formins	1/10	134/9191	0.007462686567164179	6.858955223880597	2.254722799035131	0.13665468854244833	0.1934650865663906	0.14707872078146653	Rps27rt	1
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	Fcgamma receptor (FCGR) dependent phagocytosis	1/10	139/9191	0.007194244604316547	6.6122302158273385	2.2003074393331254	0.14141140055384438	0.1934650865663906	0.14707872078146653	Brk1	1
REACTOME_INTERFERON_SIGNALING	Interferon Signaling	1/10	141/9191	0.0070921985815602835	6.518439716312057	2.1792865142439695	0.1433074715306597	0.1934650865663906	0.14707872078146653	Fancf	1
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	Cellular response to chemical stress	1/10	147/9191	0.006802721088435374	6.2523809523809515	2.1185922059947866	0.14897309520555813	0.19620846685610097	0.14916433152803	Txn1	1
REACTOME_CELLULAR_SENESCENCE	Cellular Senescence	1/10	152/9191	0.006578947368421052	6.046710526315789	2.0705358649721752	0.1536686637732262	0.19650323707103495	0.1493884258434769	Txn1	1
REACTOME_REGULATION_OF_TP53_ACTIVITY	Regulation of TP53 Activity	1/10	155/9191	0.0064516129032258064	5.929677419354839	2.0427207546015107	0.1564747998898982	0.19650323707103495	0.1493884258434769	Taf7	1
REACTOME_RAC1_GTPASE_CYCLE	RAC1 GTPase cycle	1/10	172/9191	0.005813953488372093	5.34360465116279	1.8977896836530803	0.172218666628579	0.20776378325626377	0.15794907499014205	Brk1	1
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	Separation of Sister Chromatids	1/10	173/9191	0.005780346820809248	5.312716763005779	1.8898687114889623	0.17313648604688647	0.20776378325626377	0.15794907499014205	Rps27rt	1
REACTOME_MITOTIC_PROMETAPHASE	Mitotic Prometaphase	1/10	192/9191	0.005208333333333333	4.786979166666667	1.7500850963259846	0.1904019407806259	0.22351532178595215	0.1699239288431215	Rps27rt	1
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	Mitotic Metaphase and Anaphase	1/10	211/9191	0.004739336492890996	4.355924170616114	1.6275260943577805	0.20734225263697625	0.2382230136680153	0.1811052150692514	Rps27rt	1
REACTOME_TRANSLATION	Translation	1/10	231/9191	0.004329004329004329	3.978787878787879	1.5132278481091543	0.2248288920030922	0.25293250350347873	0.19228786816053942	Rps27rt	1
REACTOME_DEUBIQUITINATION	Deubiquitination	1/10	242/9191	0.004132231404958678	3.797933884297521	1.455695832822178	0.2342978286471985	0.2582057703458922	0.19629678447348536	Vcpip1	1
REACTOME_CELL_CYCLE_CHECKPOINTS	Cell Cycle Checkpoints	1/10	273/9191	0.003663003663003663	3.3666666666666663	1.3100788804417907	0.2604255805533865	0.28125962699765744	0.21382310824383313	Rps27rt	1
REACTOME_DNA_REPAIR	DNA Repair	1/10	327/9191	0.0030581039755351682	2.810703363914373	1.1003201673655305	0.3040287252182262	0.3219127678781219	0.2447290048196248	Fancf	1
REACTOME_M_PHASE	M Phase	1/10	387/9191	0.002583979328165375	2.374935400516796	0.9120329345308151	0.3497518227660159	0.3632038159493242	0.27611986007843364	Rps27rt	1
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	Signaling by Receptor Tyrosine Kinases	1/10	411/9191	0.0024330900243309003	2.2362530413625303	0.846240464417904	0.36727077930849594	0.37420041665393927	0.2844798489181995	Brk1	1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Cytokine Signaling in Immune system	1/10	467/9191	0.0021413276231263384	1.9680942184154175	0.7086487090354804	0.40650781713284334	0.40650781713284334	0.3090410305688283	Fancf	1
