ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0001098	basal transcription machinery binding	1/30	65/28366	0.015384615384615385	14.546666666666669	3.557713580639435	0.06654115179213049	0.11644701563622836	0.06829223473402868	Taf7	1
GO:0001099	basal RNA polymerase II transcription machinery binding	1/30	65/28366	0.015384615384615385	14.546666666666669	3.557713580639435	0.06654115179213049	0.11644701563622836	0.06829223473402868	Taf7	1
GO:0004521	RNA endonuclease activity	1/30	65/28366	0.015384615384615385	14.546666666666669	3.557713580639435	0.06654115179213049	0.11644701563622836	0.06829223473402868	Mblac1	1
GO:0017022	myosin binding	1/30	78/28366	0.01282051282051282	12.122222222222222	3.2005196438051375	0.07932581416301532	0.13383701313975835	0.07849087988647481	Rab10	1
GO:0000049	tRNA binding	1/30	79/28366	0.012658227848101266	11.968776371308017	3.176589032276518	0.080302207883855	0.13383701313975835	0.07849087988647481	Slfn2	1
GO:0019003	GDP binding	1/30	83/28366	0.012048192771084338	11.391967871485944	3.085011975177825	0.0841977826250423	0.13706615776169676	0.08038466395046878	Rab10	1
GO:0004843	cysteine-type deubiquitinase activity	1/30	91/28366	0.01098901098901099	10.39047619047619	2.9193741260479884	0.0919411368904598	0.14626999050754966	0.08578240044803667	Vcpip1	1
GO:0101005	deubiquitinase activity	1/30	99/28366	0.010101010101010102	9.550841750841752	2.773124426968068	0.09962118356046379	0.15450424664294155	0.0906115130687928	Vcpip1	1
GO:0051117	ATPase binding	1/30	101/28366	0.009900990099009901	9.361716171617163	2.7391408402623343	0.1015313620796473	0.15450424664294155	0.0906115130687928	Sdf2l1	1
GO:0019783	ubiquitin-like protein peptidase activity	1/30	113/28366	0.008849557522123894	8.36755162241888	2.553364840484747	0.1129104327265712	0.16816447427361667	0.09862277438603084	Vcpip1	1
