ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-8943724	Regulation of PTEN gene transcription	2/26	61/11214	0.03278688524590164	14.141235813366961	4.961084579362914	0.008697832032228032	0.3074488336591845	0.2773974439030236	EGR1/SNAI1	2
R-HSA-5368286	Mitochondrial translation initiation	2/26	87/11214	0.022988505747126436	9.915119363395226	4.024103115549972	0.0171378169544254	0.3074488336591845	0.2773974439030236	MRPL41/MRPL50	2
R-HSA-5389840	Mitochondrial translation elongation	2/26	87/11214	0.022988505747126436	9.915119363395226	4.024103115549972	0.0171378169544254	0.3074488336591845	0.2773974439030236	MRPL41/MRPL50	2
R-HSA-5419276	Mitochondrial translation termination	2/26	87/11214	0.022988505747126436	9.915119363395226	4.024103115549972	0.0171378169544254	0.3074488336591845	0.2773974439030236	MRPL41/MRPL50	2
R-HSA-5368287	Mitochondrial translation	2/26	93/11214	0.021505376344086023	9.27543424317618	3.8630622120544933	0.019432344286175185	0.3074488336591845	0.2773974439030236	MRPL41/MRPL50	2
R-HSA-5625740	RHO GTPases activate PKNs	2/26	94/11214	0.02127659574468085	9.176759410801964	3.837638910318753	0.019826752647882837	0.3074488336591845	0.2773974439030236	YWHAG/H3C13	2
R-HSA-111367	SLBP independent Processing of Histone Pre-mRNAs	1/26	10/11214	0.1	43.13076923076923	6.4251636656863305	0.022954009055887514	0.3074488336591845	0.2773974439030236	LSM11	1
R-HSA-1855167	Synthesis of pyrophosphates in the cytosol	1/26	10/11214	0.1	43.13076923076923	6.4251636656863305	0.022954009055887514	0.3074488336591845	0.2773974439030236	NUDT11	1
R-HSA-77588	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	1/26	11/11214	0.09090909090909091	39.209790209790214	6.111885140259316	0.025221341773179806	0.3074488336591845	0.2773974439030236	LSM11	1
R-HSA-9614399	Regulation of localization of FOXO transcription factors	1/26	11/11214	0.09090909090909091	39.209790209790214	6.111885140259316	0.025221341773179806	0.3074488336591845	0.2773974439030236	YWHAG	1
R-HSA-9755779	SARS-CoV-2 targets host intracellular signalling and regulatory pathways	1/26	12/11214	0.08333333333333333	35.94230769230769	5.838022692187737	0.02748361483520778	0.3074488336591845	0.2773974439030236	YWHAG	1
R-HSA-72766	Translation	3/26	292/11214	0.010273972602739725	4.431243414120126	2.8639354423060737	0.029191548704046864	0.3074488336591845	0.2773974439030236	MRPL41/MRPL50/MARS2	3
R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	2/26	121/11214	0.01652892561983471	7.129052765416402	3.26763015397614	0.031700625168428476	0.3074488336591845	0.2773974439030236	PAGR1/H3C13	2
R-HSA-5619507	Activation of HOX genes during differentiation	2/26	121/11214	0.01652892561983471	7.129052765416402	3.26763015397614	0.031700625168428476	0.3074488336591845	0.2773974439030236	PAGR1/H3C13	2
R-HSA-111447	Activation of BAD and translocation to mitochondria	1/26	15/11214	0.06666666666666667	28.753846153846155	5.185021242394601	0.034240184380277094	0.3074488336591845	0.2773974439030236	YWHAG	1
R-HSA-435354	Zinc transporters	1/26	15/11214	0.06666666666666667	28.753846153846155	5.185021242394601	0.034240184380277094	0.3074488336591845	0.2773974439030236	SLC30A1	1
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	1/26	15/11214	0.06666666666666667	28.753846153846155	5.185021242394601	0.034240184380277094	0.3074488336591845	0.2773974439030236	YWHAG	1
R-HSA-9735871	SARS-CoV-1 targets host intracellular signalling and regulatory pathways	1/26	15/11214	0.06666666666666667	28.753846153846155	5.185021242394601	0.034240184380277094	0.3074488336591845	0.2773974439030236	YWHAG	1
R-HSA-6807070	PTEN Regulation	2/26	127/11214	0.015748031496062992	6.792247122955785	3.1645595710693213	0.034642367191170524	0.3074488336591845	0.2773974439030236	EGR1/SNAI1	2
R-HSA-429958	mRNA decay by 3' to 5' exoribonuclease	1/26	16/11214	0.0625	26.95673076923077	5.008539560760203	0.03648232700069931	0.3074488336591845	0.2773974439030236	EXOSC6	1
R-HSA-9818564	Epigenetic regulation of gene expression by MLL3 and MLL4 complexes	2/26	133/11214	0.015037593984962405	6.485829959514169	3.067962459886484	0.03768718706385047	0.3074488336591845	0.2773974439030236	PAGR1/H3C13	2
R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis	2/26	133/11214	0.015037593984962405	6.485829959514169	3.067962459886484	0.03768718706385047	0.3074488336591845	0.2773974439030236	PAGR1/H3C13	2
R-HSA-9851695	Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes	2/26	133/11214	0.015037593984962405	6.485829959514169	3.067962459886484	0.03768718706385047	0.3074488336591845	0.2773974439030236	PAGR1/H3C13	2
R-HSA-450385	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	1/26	17/11214	0.058823529411764705	25.3710407239819	4.847513789690199	0.03871946394461656	0.3074488336591845	0.2773974439030236	EXOSC6	1
R-HSA-450513	Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA	1/26	17/11214	0.058823529411764705	25.3710407239819	4.847513789690199	0.03871946394461656	0.3074488336591845	0.2773974439030236	EXOSC6	1
R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA	1/26	17/11214	0.058823529411764705	25.3710407239819	4.847513789690199	0.03871946394461656	0.3074488336591845	0.2773974439030236	EXOSC6	1
R-HSA-8964315	G beta:gamma signalling through BTK	1/26	18/11214	0.05555555555555555	23.96153846153846	4.699775868763435	0.040951605941351055	0.3074488336591845	0.2773974439030236	GNG11	1
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	1/26	19/11214	0.05263157894736842	22.700404858299596	4.563561884259332	0.043178763698186184	0.3074488336591845	0.2773974439030236	GNG11	1
R-HSA-8980692	RHOA GTPase cycle	2/26	147/11214	0.013605442176870748	5.868131868131868	2.864028943063272	0.04517489975829539	0.3074488336591845	0.2773974439030236	SOWAHC/STBD1	2
