Tissue	Samples	Combo	Metric	Value	SamplesLabel	figure_id	panel_id	dataset	N	Mean	SD	SE	CI_lower	CI_upper	Sample	Type	Sn	nrPre	1/red	1-FDR	PDR	rPre
Kidney	3	K32_K33_K35	Non-redundant Precision	84.21052631578947	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K35	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K35	1 - FDR	84.21052631578948	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K35	PDR	77.77777777777779	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K33_K35	F1	77.10843373493975	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K34_K35	Sensitivity	71.11111111111111	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K34_K35	Non-redundant Precision	86.48648648648648	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K34_K35	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K34_K35	1 - FDR	86.48648648648648	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K34_K35	PDR	77.77777777777779	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K32_K34_K35	F1	78.04878048780488	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K33_K34_K35	Sensitivity	68.88888888888889	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K33_K34_K35	Non-redundant Precision	83.78378378378379	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K33_K34_K35	Inv. Redundancy	100	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K33_K34_K35	1 - FDR	83.78378378378378	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K33_K34_K35	PDR	77.77777777777779	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	K33_K34_K35	F1	75.60975609756098	3	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K34	Sensitivity	73.33333333333333	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K34	Non-redundant Precision	84.61538461538461	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K34	Inv. Redundancy	100	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K34	1 - FDR	84.61538461538461	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K34	PDR	80	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K34	F1	78.57142857142856	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K35	Sensitivity	73.33333333333333	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K35	Non-redundant Precision	84.61538461538461	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K35	Inv. Redundancy	100	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K35	1 - FDR	84.61538461538461	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K35	PDR	80	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K33_K35	F1	78.57142857142856	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K34_K35	Sensitivity	73.33333333333333	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K34_K35	Non-redundant Precision	84.61538461538461	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K34_K35	Inv. Redundancy	100	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K34_K35	1 - FDR	84.61538461538461	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K34_K35	PDR	80	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K32_K34_K35	F1	78.57142857142856	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K33_K34_K35	Sensitivity	68.88888888888889	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K33_K34_K35	Non-redundant Precision	81.57894736842105	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K33_K34_K35	Inv. Redundancy	100	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K33_K34_K35	1 - FDR	81.57894736842105	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K33_K34_K35	PDR	77.77777777777779	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K31_K33_K34_K35	F1	74.6987951807229	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K32_K33_K34_K35	Sensitivity	71.11111111111111	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K32_K33_K34_K35	Non-redundant Precision	84.21052631578947	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K32_K33_K34_K35	Inv. Redundancy	100	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K32_K33_K34_K35	1 - FDR	84.21052631578948	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K32_K33_K34_K35	PDR	77.77777777777779	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	K32_K33_K34_K35	F1	77.10843373493975	4	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	K31_K32_K33_K34_K35	Sensitivity	73.33333333333333	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	K31_K32_K33_K34_K35	Non-redundant Precision	84.61538461538461	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	K31_K32_K33_K34_K35	Inv. Redundancy	100	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	K31_K32_K33_K34_K35	1 - FDR	84.61538461538461	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	K31_K32_K33_K34_K35	PDR	80	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	K31_K32_K33_K34_K35	F1	78.57142857142856	5	fig-5	5b_points	5b_points	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	1	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	5	64.27671232876712	3.5962969417385566	1.6083128858004023	59.81131988936005	68.74210476817419	NA	NA	NA	NA	NA	NA	NA	NA
Brain	1	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	5	68.41158245580435	3.9496522990691343	1.7663382056413828	63.50744139062748	73.31572352098122	NA	NA	NA	NA	NA	NA	NA	NA
Brain	1	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	5	78.76620848327532	1.5125591594417616	0.6764370201003443	76.88811822984314	80.6442987367075	NA	NA	NA	NA	NA	NA	NA	NA
Brain	1	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	5	64.27671232876712	3.5962969417385566	1.6083128858004023	59.81131988936005	68.74210476817419	NA	NA	NA	NA	NA	NA	NA	NA
Brain	1	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	5	83.4375	2.3696485762661097	1.0597390598633232	80.49519267445557	86.37980732554443	NA	NA	NA	NA	NA	NA	NA	NA
Brain	1	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	5	73.125	4.47431908227386	2.000976324197765	67.56939907906444	78.68060092093556	NA	NA	NA	NA	NA	NA	NA	NA
Brain	2	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	10	88.63428099832095	1.664687978024758	0.5264205604058562	87.44343495695459	89.8251270396873	NA	NA	NA	NA	NA	NA	NA	NA
Brain	2	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	10	79.37754199823166	1.502199764841755	0.47503727574692745	78.3029330223046	80.45215097415873	NA	NA	NA	NA	NA	NA	NA	NA
Brain	2	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	10	100	0	0	100	100	NA	NA	NA	NA	NA	NA	NA	NA
Brain	2	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	10	88.63428099832096	1.6646879780247572	0.5264205604058559	87.4434349569546	89.82512703968732	NA	NA	NA	NA	NA	NA	NA	NA
Brain	2	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	10	77.5	1.092509216843908	0.34548174899535417	76.7184659868941	78.2815340131059	NA	NA	NA	NA	NA	NA	NA	NA
Brain	2	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	10	71.875	1.473139127471974	0.4658474953124562	70.82117975170732	72.92882024829268	NA	NA	NA	NA	NA	NA	NA	NA
Brain	3	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	10	88.64430468204053	1.5943876038805094	0.5041896301400726	87.50374849881058	89.78486086527047	NA	NA	NA	NA	NA	NA	NA	NA
Brain	3	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	10	80.8836737650297	1.3962751939387976	0.44154098532399305	79.88483866241005	81.88250886764935	NA	NA	NA	NA	NA	NA	NA	NA
Brain	3	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	10	100	0	0	100	100	NA	NA	NA	NA	NA	NA	NA	NA
Brain	3	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	10	88.64430468204054	1.5943876038805154	0.5041896301400745	87.5037484988106	89.78486086527049	NA	NA	NA	NA	NA	NA	NA	NA
Brain	3	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	10	79.6875	1.0416666666666667	0.3294039229342062	78.94233655628055	80.43266344371945	NA	NA	NA	NA	NA	NA	NA	NA
Brain	3	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	10	74.375	1.3176156917368247	0.41666666666666663	73.43243451550074	75.31756548449926	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	5	88.63973063973064	0.9001933961185735	0.40257872532350514	87.52199290834943	89.75746837111186	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	5	81.61515453639083	1.174610287140434	0.5253016898233115	80.15668323092876	83.0736258418529	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	5	100	0	0	100	100	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	5	88.63973063973064	0.9001933961185735	0.40257872532350514	87.52199290834943	89.75746837111186	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	5	80.625	0.8558164961018221	0.3827327723098716	79.56236346772148	81.68763653227852	NA	NA	NA	NA	NA	NA	NA	NA
Brain	4	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	5	75.625	1.3975424859373686	0.625	73.88972180925138	77.36027819074862	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	1	89.0909090909091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	1	82.3529411764706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	1	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	1	89.0909090909091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	1	81.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	5	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	1	76.5625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	5	62.72936339805641	3.0123371764164775	1.347158139523404	58.98905277564928	66.46967402046353	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	5	64.77350708805147	3.123226234123505	1.396749233722166	60.8955095148948	68.65150466120815	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	5	80.90873015873017	2.8973825295949003	1.2957488585988983	77.31115458270763	84.5063057347527	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	5	62.7293633980564	3.012337176416474	1.3471581395234022	58.98905277564928	66.46967402046351	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	5	78.66666666666667	3.7184890068181105	1.6629588385661946	74.04955273918415	83.28378059414919	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	1	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	5	67.11111111111111	4.817662975261955	2.154524381073924	61.12919243924911	73.09302978297312	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	10	85.85084320378438	2.66441346196918	0.842561516823703	83.94483663340353	87.75684977416523	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	10	74.74495897723232	3.205564535382406	1.013688511846781	72.45183624931187	77.03808170515276	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	10	100	0	0	100	100	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	10	85.85084320378438	2.6644134619691804	0.8425615168237031	83.94483663340353	87.75684977416523	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	10	72.88888888888889	2.5228720542113203	0.7978021936495566	71.08413494202843	74.69364283574934	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	2	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	10	66.22222222222221	3.747884634273633	1.185185185185185	63.54114706631323	68.9032973781312	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	10	84.61155487471277	1.1330009632291471	0.3582863634968787	83.80105481119539	85.42205493823015	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	10	77.1365601779942	1.488755835361495	0.4707859319608969	76.07156840986423	78.20155194612417	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	10	100	0	0	100	100	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	10	84.61155487471277	1.133000963229147	0.3582863634968786	83.80105481119539	85.42205493823015	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	10	77.77777777777779	1.481481481481481	0.46848557928420415	76.71798976893236	78.83756578662322	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	3	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	10	70.88888888888889	1.9457667461575845	0.6153054713272647	69.49697120961699	72.28080656816078	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	5	83.92712550607287	1.3243260918053528	0.5922566331306791	82.28275747599626	85.57149353614948	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	5	77.50430292598966	1.6914385559808582	0.7564343181874564	75.40410456585447	79.60450128612486	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	5	100	0	0	100	100	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	5	83.92712550607287	1.324326091805352	0.5922566331306788	82.28275747599628	85.57149353614946	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	5	79.11111111111111	1.2171612389003648	0.5443310539518154	77.59980582075944	80.62241640146279	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	4	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	5	72	1.9876159799998117	0.8888888888888882	69.53204879537974	74.46795120462026	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	NA	1 - FDR	NA	NA	fig-5	5b_bars	5b_bars	1	84.61538461538461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	NA	F1	NA	NA	fig-5	5b_bars	5b_bars	1	78.57142857142856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	NA	Inv. Redundancy	NA	NA	fig-5	5b_bars	5b_bars	1	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	NA	Non-redundant Precision	NA	NA	fig-5	5b_bars	5b_bars	1	84.61538461538461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	NA	PDR	NA	NA	fig-5	5b_bars	5b_bars	1	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kidney	5	NA	Sensitivity	NA	NA	fig-5	5b_bars	5b_bars	1	73.33333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B31.isoforms	Brain	78.125	69.44444444444444	80	69.44444444444444	87.5	97.2222222222222
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B32.isoforms	Brain	73.4375	64.38356164383562	80.30303030303031	64.38356164383562	82.8125	90.41095890410958
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B33.isoforms	Brain	76.5625	65.33333333333333	76.81159420289856	65.33333333333333	82.8125	92
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B34.isoforms	Brain	67.1875	59.72222222222222	77.61194029850745	59.72222222222222	81.25	93.05555555555556
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B35.isoforms	Brain	70.3125	62.5	79.10447761194031	62.5	82.8125	93.05555555555556
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B31.isoforms	Universal	84.375	71.05263157894737	86.1111111111111	71.05263157894737	96.875	94.73684210526316
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B32.isoforms	Universal	84.375	71.05263157894737	85.71428571428571	71.05263157894737	93.75	92.10526315789474
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B33.isoforms	Universal	84.375	64.28571428571429	80.55555555555556	64.28571428571428	90.625	85.71428571428571
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B34.isoforms	Universal	71.875	60.526315789473685	82.85714285714286	60.526315789473685	90.625	92.10526315789474
Brain	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	B35.isoforms	Universal	81.25	68.42105263157895	83.33333333333334	68.42105263157895	93.75	94.73684210526316
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K31.isoforms	Kidney	71.11111111111111	59.25925925925925	77.08333333333333	59.25925925925925	82.22222222222221	88.88888888888889
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K32.isoforms	Kidney	73.33333333333333	67.3469387755102	82.22222222222221	67.34693877551021	82.22222222222221	91.83673469387756
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K33.isoforms	Kidney	64.44444444444444	61.702127659574465	83.33333333333334	61.702127659574465	77.77777777777779	89.36170212765957
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K34.isoforms	Kidney	64.44444444444444	61.702127659574465	83.33333333333334	61.702127659574465	77.77777777777779	89.36170212765957
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K35.isoforms	Kidney	62.22222222222222	63.63636363636363	78.57142857142857	63.63636363636363	73.33333333333333	95.45454545454544
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K31.isoforms	Universal	75	60	85.71428571428571	60	93.75	87.5
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K32.isoforms	Universal	75	68.57142857142857	87.87878787878788	68.57142857142857	90.625	94.28571428571428
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K33.isoforms	Universal	75	64.86486486486487	90.9090909090909	64.86486486486487	93.75	89.1891891891892
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K34.isoforms	Universal	68.75	64.70588235294117	87.87878787878788	64.70588235294117	90.625	97.05882352941175
Kidney	NA	NA	NA	NA	NA	fig-5	5c_points	5c_points	NA	NA	NA	NA	NA	NA	K35.isoforms	Universal	65.625	67.74193548387096	89.99999999999999	67.74193548387098	84.375	96.7741935483871
Brain	NA	NA	NA	NA	NA	fig-5	5c_summary	5c_summary	NA	NA	NA	NA	NA	NA	NA	Brain	73.125	64.27671232876712	78.76620848327532	64.27671232876712	83.4375	93.14885844748858
Brain	NA	NA	NA	NA	NA	fig-5	5c_summary	5c_summary	NA	NA	NA	NA	NA	NA	NA	Universal	81.25	67.06766917293233	83.71428571428571	67.06766917293233	93.125	91.8796992481203
Kidney	NA	NA	NA	NA	NA	fig-5	5c_summary	5c_summary	NA	NA	NA	NA	NA	NA	NA	Kidney	67.11111111111111	62.7293633980564	80.90873015873017	62.72936339805641	78.66666666666667	90.98071465852621
Kidney	NA	NA	NA	NA	NA	fig-5	5c_summary	5c_summary	NA	NA	NA	NA	NA	NA	NA	Universal	71.875	65.17682225462111	88.47619047619047	65.17682225462111	90.625	92.96158411054047
